category	text
not-malayalam 	 Trending 1 just 5 hours
Positive 	 Ithoke ikkane kondallathe aare komdu pettum
Positive 	 Katta ettan fan pakshe entho Manasu parayunu  Ith thakarkum
Positive 	 Njaan ithuvare malayala സിനിമയിൽ ഇങ്ങനെ oru trailer kandittilla
Positive 	 Malayala cinemayude range enthanen ariyan erikkunathe ullu MAMANGAM
Positive 	 ഇത് film ആണോ real ആണോ  Mammukka pwoli
Mixed_feelings 	 Anu sitara voice pora.ezhuti vachatu atupole vaayikkyunnataayi tonni.but kaanaan sundari.bakki elllavarum kalakki.super.
not-malayalam 	 Super ra Iruku  By Tamil nadu STR fans
not-malayalam 	 THE FACE OF INDIAN CINEMA Mammookkaaa
Positive 	 Mammukka ningale kurich onnum parayanillaa ith enthe avasanathe vakkaaa  storong 999
Positive 	 Kidu energetic trailer     dislike adikkanum venam oru manakkatti
unknown_state 	 Mamakam Hit Aavum ennulever adi makkale like
Positive 	 Wowww.. Amazing.. Katta waiting.. Ikka and unni.. Super..
unknown_state 	 Views ethrayaayenn 5
Positive 	 idhu kandondu irkumbo romanjam koodi koodi verunnu
Positive 	 Action  scene itra manoharamai chaiyyan unniyettane kazhinje ollu bakki ellarum.......chettante carrier best aayirikkum ChandrothPanickar enna kadhapatram...waiting
Positive 	 Ikkayodu muttan inniyum valaraanund palarum 🥰🥰🥰
unknown_state 	 Njum idakk idakk like cmt nokkunnu
Positive 	 ande ponno kili poi trailer kanditt
Positive 	 Uff oru rekshem illa ikka
Positive 	 Vadakkan veeragaadhayileyum pazhassirajayileum kanakku allathe puthiya oru thalathil mammookkaye thannathinu nandhi
Positive 	 Mammukka marana mass  Ikka fans like  Katta wi8 for mammangam
Positive 	 Kidukki powlichu oru rekshayamilla onnum parayanilla
unknown_state 	 idak idak like van nokunavar undenkil ivde like
Positive 	 Mammokkaaa katta waiting for this movie
Positive 	 Anttemoo anthayith akkee kudee oru koritharip
Positive 	 Super mammoookkkaaa... ....   Oru lalettan bhakthan..
Positive 	 Ente ponno vera level mammookkante energy body uff
not-malayalam 	 I'm from Hyderabad
Positive 	 Kidu trailer. Mammukka ningal vere level aanu
Positive 	 MWONE ETH KALI VERAYA🤙MAMAGAAM VERA LVL MASSMARIKAM
Negative 	 Not impressed  yenne kollale please manasilolladhu paranjanne olllu Suraj.jpg
Positive 	 Ithu minimum 10 thavana njaan repeat adichu kandittundavum
unknown_state 	 Dislike thannu promotion kuuttiyavarkkum ini negative adikkunnavarkkum orupaadu nanni
Mixed_feelings 	 Camera work kolam Bgm set onum athra pora
Positive 	 Romagam mammooka nigale ennum young anna..
Positive 	 Romanjification Mammookkaaaa ingal vere level annn  mammookakk koduthe makkale oru like
Positive 	 Ikka
Positive 	 njan katta llaletten fana ikka ettente pilleru koodu  ekkante pillerekkode aaagoshikkkan
Positive 	 Age is just an number Enn manassilaki thanna trailer
unknown_state 	 Likes koodeettum Views 462k yil stuck aayi kanunnavar ivde come on
not-malayalam 	 HISTORY OF POWER HISTORY OF VENGEANCE HISTORY OF PAIN HISTORY OF HOPE HISTORY OF AN ERA HISTORY OF THE BRAVE
Positive 	 രോമാഞ്ചം katta waiting for mamangam day november 21
Positive 	 Kandappol aaa kalagattathil ethiya pole oru feel
Negative 	 ijjathi moonjiya makeup ikka... shokam aaki kalanju
unknown_state 	 ഹാങ്ങ്‌ ആയി 462k viewsil  ninn neengunilla
Positive 	 Ee nadante aaradhagan aan enn thala uyrthi thnne prym Ella kalathum........... proud to be a mammukaa fan
unknown_state 	 Anu  fans like Ikka fans comment
not-malayalam 	 Kya gajab trailer hai bhai  Superb.....
Negative 	 Dislike adicha colani membersin ente namaskaram. Feeling pucham
Negative 	 Alinje polinja trailer.. odiyan aakumo ?? 🤓🤓
unknown_state 	 MAMMOOKKA chakkalla  chakkidippumalla  chakkillae chorayaa nalla KATTA chorraaa...
Positive 	 Oru rakshela padathin vendi katta waiting
Positive 	 Ikka ikka....ikka ikka ikka ....ikka ikka ikka ikka....ente ponnu ikka....marikilla ningale njn marikuvolam...
not-malayalam 	 All The Best Ikka & Mamangam Team
Positive 	 Mammukka oru rakshayilla     NEXT 200 CRORES IN MOLLYWOOD CINEMA
Positive 	 November 21 avan kathirikunnavar like adich pwolikk🥰
unknown_state 	 Mamangathinte yudham kambani kanan kadakunnathe ollu
Positive 	 Owf Poli......angane oru paad naal kazhinj oru Nalla cinima kanaan povnu
Positive 	 1:44  ikka nigalde energy passion    0:37  0:47 King 1:08  1:26 1:32
Positive 	 Mamooka ningal vismayipichu kontirikaanu ee prayathilum
Positive 	 Sorry Trailer  veendum veendum kandukondirikunnathkaranam Comments\r  vazhikkan pattiyittilla Mammookka polikkum
not-malayalam 	 i am mamooka fan from Mangalore
Positive 	 Ikkaaaaa. Ingale ennaa level aah. Ee prayathilum body... Muthane
Positive 	 Ende ponnooo hvy item love you mammukka
not-malayalam 	 Mamangam.  =.  Like Syeraa narasimha Reddy. = Comment
Positive 	 Onnum parayan illa polich adakki mammookka
Positive 	 Katta waiting for mamangam  Mammookkaaa
Positive 	 Ithu oronnonnara allaaaa athukum mele  mammookka uff ejjadhii
Positive 	 uff trailer  mamuka mohanlal legends aanu oru tharkavum venda
Positive 	 Enta ponno ithu verae level Iove u ikka
Negative 	 Kavya film company perinu Oru gummilla...
Positive 	 Njan oru laletan fan anu but ee movie namude abimaanamaanu enthayalum mega hit avan prarythikkunnu
Positive 	 Above 250 cr collection kittum ennullavar ivide come on
Positive 	 Mammookka..... Uff ijjathi .. Ente ponnikkkaa polichuuu.... Katta waiting
Negative 	 Eeee paheyente sthaneth..Mohanlal annn 70am vayesill Eee padem cheythirinnenkill....edukam..pallikatilekh. Lal ettane..allenkil dehippikam..
Positive 	 Wow ejjathi item mammookaa. Ingalu puliylla puppuliyaa
Positive 	 Ithoru malayala cinema k oru vazhithirivu aakatte fanisam marannu support cheyyu
Positive 	 Ettanta aniyanmarude vaka all the best ... ikka oru rakshayumilla
not-malayalam 	 Any tamilnadu & telungana  surya fans here????? 🤪🤗🤗
Positive 	 Its not a trailer its a ultsavam
Positive 	 Like adichit button pottikandirnna bagiyam.... ikkaa..
not-malayalam 	 Any like beggars here from kerala
Positive 	 Malayalam cinema innevare vannathil vachu ettavum mighacha trailer
unknown_state 	 Idhile aa kochu midukkane  aarum kaanadhe poovarudh
Negative 	 Dislike adicheverk oke ente vaka Nadu virel  pranamem
Positive 	 Trailer....nte ponno...oru rakshem illa katta pwli.....ikka pne parayandaallo....megastar mammootty in mamangam....katta wa8tng  haters...jst move bck
Positive 	 Ithore nalla padam aaakatte enne praaarthikkunnu Poli trailer
Negative 	 2.k dislikes. Nthonadey nallathine nallath enn parayanam. Kayakulam kochuniye kall Kollam
Positive 	 രോമാഞ്ചം     ഇതാണ്  real megastar ilove mammukka
Positive 	 1:45 enta ponooo ..ota peru Mammootty...
unknown_state 	 Views hang aayenn thonnunnu kure neram aayallo 462 k aayi nikkunnu  50k indarnna like 85 k aayi
not-malayalam 	 UnniMukundan and Mamookka fans Like here
Positive 	 Mamooka ingalu orum sambavam Alla ithihasam thank you
Negative 	 2.7k unlike adicha pengalepanni makkalkku ente naduviral namaskaram
Positive 	 #Mamangam #Mamangamtrailer #Mammootty  mammoookkkaaaaaaaa polichuuuuuu
Positive 	 Ufff onm prynilla power ikka.... by ettan fan
not-malayalam 	 Hit like yash bosss fannsss form kgf
unknown_state 	 Ithil kanihaye kanichilla makkale
not-malayalam 	 Thalaivaaa 🤩 🤩🤩 🤩🤩 🤩🤩 🤩🤩 🤩🤩 🤩
unknown_state 	 Vijayude padathinde trailerinu okke kodukkunna support nammude malayalam movie kkum koduthoode
unknown_state 	 200 kodi clubil orapullavar like pls
unknown_state 	 Katta mamooka fans hit like
Positive 	 veendum youtube hang aaki kond mamangam
Negative 	 Oh endhuvaadai idhokke aarkengilum dislike adikkan thono
Negative 	 Poli trailer Dislike motham mohanlal fans ayirikkum
Positive 	 Onnum parayanilla ennalum  oru rakshayam illa
Positive 	 Uff.... ingnethe oru trailer malayalam industryil thanne vannukanilla. Oru rakshayum illa adaar item thanne aann മമ്മൂക്ക
Positive 	 ikkaaaaa     jeevannn
unknown_state 	 Mamankam FDFS arokke indakkum like adichhee
not-malayalam 	 2.6 K mohanlal fans ( Dislike )
unknown_state 	 300 cr adikkum ennu urappu ullavar like
Positive 	 Sanchit Bulhara bgm nte Ponno no Raksha
unknown_state 	 Poooi mekkele ayidiya kollam ketto... Thaneermethan theernu mekkele...
unknown_state 	 Mamankam aadya show kaanunnavar like adikku.
Negative 	 Unlike adichengilum mammookaye tholpikkumenn paranj kond pramukha  fans
Positive 	 Veré level
Positive 	 Polichu mass alla marana massssss  ikkaaaaaaaaa
not-malayalam 	 Maamoookkaaa.. what a fight.. no words.....
Positive 	 Entammooooo oru raksha illatha trailer Bgmil evidekkeyo avengersinte bgm ullath Poole thonnunnath enik maathram aano?🤔🤔🤔
Positive 	 Ente mone al powli ikka ishtam
unknown_state 	 you tube hang ayo views kanikkunnillallo
Positive 	 Mamangam keralathinte maathram charithramayi nilanilkenda onnalla.. ee dheerathayude kadha lokham muzhuvanum a ariyanam
Negative 	 aa dislike  mikkathum  mohan lal fans aayirikkum
Positive 	 Bahubaliyumayi kattakk nikkan pattiya padam. Mammmookka U are still young
Mixed_feelings 	 Chaadi vettal kurach over aayo ennoru doubt
not-malayalam 	 ufff All All Die hard ikka fans like here....
Positive 	 Ente ponnu ikka nigal vere level aanu
unknown_state 	 Ambo ethele mamootede lookene vadakan veeraghadha poleyille
unknown_state 	 No raksha mammokka poli ikka fans like here
Positive 	 Parayan vakulkateetham  Paranjalla kandariyenda mahaa mamanga velayatathinu loogamengum therasheela pongi  Inne ellam kaalam parayum
not-malayalam 	 Waaaawwwwwww...    No words....  mommukkaaa
Positive 	 Oru rakshyum illatha trailer Trailer ingane aanenkil movie eganeyayirikkum mass aayirukkm
Mixed_feelings 	 Powlichuu .but making video ethangalam kolam mayernnu ...
Negative 	 Dislike adichavarkk enthe naduviral namskaram
unknown_state 	 Views hang aayallo 462k thanne nikkuvw
Positive 	 Padathil animation undenn paranjappo ethreem karutheela   Ikka super
Negative 	 Oru njettalum illa romanjavum illa ayye
Positive 	 Ikka poliyhanu ithreyum prayathil inghanew okke nikkunillew ikka vere level annu poli ahh ikka
unknown_state 	 Ravanan aya avane illathakkan oru avatharam vendi varum...ikkaa
not-malayalam 	 THIS IS GOING TO BE AN EPIC MOVIE FOR SURE
unknown_state 	 Kerala puthya keralam ayrkum but bilal pazya bilal tahneee... ikka
Positive 	 anusithaaraye kaanan veendi trailer kandavar ivide like cheythooli
not-malayalam 	 Theriyumlaa raja solruthu dhaa seyva seyyaradu mattum dha Silva
unknown_state 	 Pokkiri rajayumayde storyumayi enthakilum bendham undo
Negative 	 Ee trailer vachaaanooo luciferinodu muttaan varunnath
Negative 	 Dislike adikaan vanna para naarikal pinne enthina ith verthee kaanunnath
Positive 	 Full pulimurukan team.......  Lalettan ki jai......
Negative 	 Diss like adichavarodanu Ella nayinte makkalkkum naduviral namaskkaram
Mixed_feelings 	 Avasanam Rajadhiraja yile tone pole thonni
Positive 	 Full pulimurugan cast🤩🤩🤩ith polikm muruga nee theerneda
Negative 	 Laluni fanskar thudangi dislike adikkan avarkku ente vaka
unknown_state 	 NJANUM ENTTE KALI KARUM VERUM STRONG ELA TRIPPIL STRONG.     IKKA FANS LIKE ADIK 2..3STRONG IKKA
not-malayalam 	 GOOSEBUMPS Guaranteed  IKKA Fans like Here
unknown_state 	 Madhura raja kku wait cheytha lucifer fans like adi...
Positive 	 Avasanthe Thalaivaa vili pinne aah Fight Hywaaahh Polichadukki
Positive 	 Machane pwolii item inka pwolikkum.   Thakarkkum
Negative 	 Raju ettan kurve  nallonm thonnunde
Positive 	 Vere level ... Onnum parayan ella....
unknown_state 	 Sunny Chechi en Kanan matharam trailer kandavar like aadikeee.
unknown_state 	 sunny chechiye oru minnayam pole Kanan pattiyollu
Positive 	 Ente ikkkaaaa kola mass YouTube hang aanu makkale
Positive 	 Oru rakshayum illa ikka.. ningal pwolichu..  ith kidukkum
unknown_state 	 Sunny chechikk vendi cash modakkum njan...
unknown_state 	 ith kandappo pulimurugan ormavannavar like adi
Positive 	 Ini releasine vendi katta waiting 🤩
not-malayalam 	 Ikka    is  bled
Positive 	 Kali brazilum(lalettan) Argentina ( mammookka)yum thammila.... Thee paarum.... Welcome mammookka....
not-malayalam 	 Marana waiting masssss
Positive 	 രാജ double അല്ല
Positive 	 Poli poli polichu mass mass mass maranamass
Positive 	 Pwoli trailer sunny chechiii istam ikka jeevanaanu
unknown_state 	 Mamooka fans like adikan ula place
unknown_state 	 Raja yude team oru like adiche
Negative 	 Fanbasil maathram movei kaanunnoraavum dislike cheythu negative aakkunne avarkkente naduviral pranamam
Positive 	 polich ikkkkkkaaaaaaaaaa  kola maaaaaaaaaaas  marana maaaaaaaaaaaaas  triple maaaaaaaaaaaaaaas
unknown_state 	 സണ്ണി chechy fanz adich polikk...
unknown_state 	 Madura raja polikum annu parayunavar like cheyu
unknown_state 	 Sunny chechine kandavar like adich polikk
unknown_state 	 Lucifer fans hit like ഏട്ടൻ ഇഷ്ടം
unknown_state 	 Sunny chechiyee kannan vannavar like adi...
not-malayalam 	 Raja sollunathu mattuthaam seyyvaa seyyunnath mattum thaa solvaa
Positive 	 Trailer kandu for sunny leone and mammokka
not-malayalam 	 Mammookka did it last  sooper man punj is owsume
Mixed_feelings 	 Rajuaattan na miss cheyyunnu. angilum raja return pwolichu. Mommookka thakarkkum.
Positive 	 Trailer kidu mass marana mass.  Ee padam recordukal thoothuvarrum
not-malayalam 	 Therium ille  raja sollrathu than seivve seivvarathu mattun thaan solluvee
not-malayalam 	 Raja solvarath thaan syvaa seyrath mattuntha solvaan..
Mixed_feelings 	 valiya Kuzhapam ila baki screen il
Negative 	 Ayye luciferinte aduth polum etheella.Luciferine pottikanonnum ponnilla.Lucifer trailer kandappam mone oruuuu romnjam aayirunnu.Ithenthooonu ayyyye....
unknown_state 	 Trailer kaanan premiere ON aaki vech kaathirunnavar like adi
unknown_state 	 trailer kandappol kanan kuduthal excitment undayi enullavr like adi
Positive 	 Ente ammo kidilam trailer  L___ && MR
unknown_state 	 Trillernu vandi wait cheydhadh njan maathramaanno
Positive 	 Annyaayam... *ROMANJAM*    ikkaaaaaaaa.........
not-malayalam 	 Last 10 seconds raja solarthan seyyiuvan seyyaruth mattum than solluvaa🤩
Positive 	 Kidukki.........  Last  punch romanjam..........
Positive 	 Entha oru enegy nammude daddy girigayum undu ithu polikum
not-malayalam 	 Ooh my god it's  amazingggg
Positive 	 Hammme poli lastathe aa scene kidu... Frames
Negative 	 Dislike adikkan thanthaku munp undayavanmar vannallo
unknown_state 	 Stephen thanne kolam enn parayunnavar adi like
Positive 	 Wow..Maranamaas Trailer  Gopi Sundar bgm oru rakshemilla ttaa...Hit like if u watch FDFS
Positive 	 Mass mass pakka masss
Positive 	 Enta ponney ijjathi item uff romanjam
Positive 	 Nalla kidukkachii trailer... Ikka love uuu...
not-malayalam 	 Sunny and ekka.. fans like here...
Positive 	 Kidu item ikka ith trendigil vannirikum
not-malayalam 	 Raja is back
Positive 	 Annum innum ennum rajade pilleru triple strongaaa.....uyirdaaaa
Positive 	 Ente ponno ithreyum kathu irunne trailer vere illa ikka uyir
not-malayalam 	 Katta waiting  By a katta ettan fan
unknown_state 	 Raja 100 cr urappullavar adi like
Negative 	 Un like Adaichavarkk Nadu viral namaskkaram
unknown_state 	 Ethi poy  sec nokki nikkunnavar adi muthe like
Negative 	 Dislike adicha myrenmark vendi like adi
unknown_state 	 Like adichoo makkkallle trailer ore *pwoli*
Positive 	 Wow... Kathirippinte Sugam Arinjathu Ippolanu......🥰  Ikka thandaaa RAJAA.... Powliyanu...Mass allaaa...kola mass aaanu.......🥰🥰🥰🥰🥰🥰🤩🤩🥰🥰🥰🥰
unknown_state 	 Madhura raja vijayikum ennullavar like adi
Negative 	 Narikal irangum munpe dislike adikkunno chettakale
unknown_state 	 hey w8 cheyyunnavar onn like adikk
unknown_state 	 Saathana vellan kelpulla rajavu ennu thonnunnavar like adi.
Positive 	 Makkale oru rakshayilla oru cheriya promo njan kandu trailerinte mass alla marana mass alla kolaa mass item loading
unknown_state 	 Promo video  ente ikka
unknown_state 	 Promo viedeo engana kanua arelum paaratu pls
Positive 	 Eee vishu ikka yum pillerum kondu pokum
Positive 	 Katta waiting manh ini verum 8 min
Negative 	 Irakikko pakshe Stephen achayan ullidatholam kaalam ivide oru rajanum adhikam vazhan ponilla
Positive 	 Madhura raja wait cheyth irikunavr adi like  Ippo thanne oru 5 pravishym engilum ivide vannu nokiyavr aarokke und
Negative 	 Dis like cheida yella lalunni fansu polum trailorinu vendi katta waitingil aanallo
Positive 	 Ikka katta waiting onnu pettanu ita kolamayirunnu
Positive 	 Rajauda kalii enum keralam kannan pokunnaa olluu🤩🤩
Positive 	 madhura raja trailerinu surya fansinte ashamsakal
Positive 	 തലൈവാ ...🤩🤩  #Raja.. maduraraja..  20 Mins To Go !!! 🤩  ```Get Ready Megastar Fans```
Positive 	 Njan lalettan fan aah annal madhurajakk vendi waiting aah
unknown_state 	 Enikk oru 10 like taroo plz
Mixed_feelings 	 Nalla subscribers ulla oru channelil ittudayirunu.... Nthayalam katta waiting  mamooka
Negative 	 കുരു കുറെ എണ്ണത്തിനു പൊട്ടുനീണ്ടു  ...trailer upload avunathinu munbe thane 3k+ dislike ayiii....Ntha cheyale rodhanam
not-malayalam 	 I love Mammookka.  Love from Telangana.
Positive 	 30 minutes more        waiting Ikka's maduraRaja
not-malayalam 	 All the best ikka from #lalettan fans 🤗
Negative 	 Aaruvaadee dislike adich ponath ithrakk kazhappoo
unknown_state 	 Vayya anna wait cheyyan inn iraakk pettan
Positive 	 Mass entertainment... oru rekshayum illa... pwoli...
not-malayalam 	 Plzz put to all tv program
